incident_id,project_id,employee_id,incident_type,severity,root_cause,status,reported_date,resolution_hours,sla_limit_hours,sla_breach,escalation_status,impacted_system,customer_impact,incident_priority
10260,507,1182,Backup Failure,Low,Server Resource Exhaustion,Open,2025-12-24,5,48,No,Normal,ERP,High,P4
10261,540,1017,API Failure,Critical,Security Attack,Escalated,2025-12-23,56,4,Yes,Escalated,Analytics Platform,Medium,P4
10262,550,1177,Application Outage,Low,Capacity Overload,Resolved,2025-09-13,35,48,No,Normal,Payment_Gateway,Low,P4
10263,547,1088,Server Performance Degradation,High,Configuration Error,In Progress,2025-12-07,64,8,Yes,Escalated,Analytics Platform,High,P2
10264,537,1124,Application Outage,High,Database Lock/Deadlock,In Progress,2026-03-04,34,8,Yes,Escalated,Payment_Gateway,High,P2
10265,531,1161,ETL/Data Pipeline Failure,Medium,Failed Deployment,Escalated,2025-09-07,28,24,Yes,Normal,CRM,Low,P3
10266,521,1077,API Failure,High,Database Lock/Deadlock,In Progress,2026-03-08,57,8,Yes,Escalated,Payment_Gateway,Medium,P2
10267,525,1092,Cloud Service Outage,Low,Cloud Region Failure,Escalated,2026-04-26,49,48,Yes,Normal,CRM,Medium,P4
10268,516,1103,Application Outage,Critical,Capacity Overload,Escalated,2026-04-19,5,4,Yes,Escalated,ERP,High,P1
10269,544,1096,Authentication Failure,Low,Failed Deployment,Open,2026-01-04,16,48,No,Normal,Analytics Platform,High,P4
10270,550,1115,Application Outage,Low,Failed Deployment,In Progress,2026-05-01,68,48,Yes,Normal,Analytics Platform,Medium,P4
10271,526,1118,ETL/Data Pipeline Failure,High,Network Congestion,In Progress,2025-06-09,72,8,Yes,Escalated,Analytics Platform,Low,P2
10272,503,1152,Third-Party Vendor Outage,Medium,Network Congestion,Resolved,2025-11-22,5,24,No,Normal,Analytics Platform,Medium,P3
10273,508,1182,Network Connectivity Issue,Medium,Expired Certificate,Escalated,2026-05-17,30,24,Yes,Normal,Analytics Platform,High,P3
10274,508,1170,Backup Failure,Medium,Failed Deployment,In Progress,2026-01-10,38,24,Yes,Normal,Payment_Gateway,High,P3
10275,513,1010,Database Failure,Low,Expired Certificate,Escalated,2026-05-29,70,48,Yes,Normal,HRMS,Low,P4
10276,509,1039,Cloud Service Outage,Low,Third-Party Service Failure,Escalated,2026-01-23,57,48,Yes,Normal,CRM,Medium,P4
10277,501,1059,ETL/Data Pipeline Failure,Low,Code Defect,In Progress,2026-04-05,65,48,Yes,Normal,Analytics Platform,Low,P4
10278,543,1177,Authentication Failure,Critical,Configuration Error,Escalated,2026-03-11,51,4,Yes,Escalated,Payment_Gateway,Low,P4
10279,521,1046,Network Connectivity Issue,Critical,Human Error,In Progress,2025-09-17,67,4,Yes,Escalated,ERP,Medium,P4
10280,532,1123,Third-Party Vendor Outage,High,Configuration Error,In Progress,2026-05-07,68,8,Yes,Escalated,Analytics Platform,High,P2
10281,526,1011,Authentication Failure,Critical,Database Lock/Deadlock,In Progress,2025-10-03,8,4,Yes,Escalated,Payment_Gateway,Medium,P4
10282,538,1056,Cloud Service Outage,Critical,Expired Certificate,Escalated,2025-11-05,71,4,Yes,Escalated,HRMS,Low,P4
10283,517,1124,Network Connectivity Issue,Low,Code Defect,Resolved,2026-01-29,38,48,No,Normal,Payment_Gateway,High,P4
10284,522,1101,ETL/Data Pipeline Failure,Low,Cloud Region Failure,Resolved,2025-07-21,26,48,No,Normal,Payment_Gateway,Low,P4
10285,518,1029,Third-Party Vendor Outage,Medium,Failed Deployment,Open,2025-07-17,19,24,No,Normal,HRMS,Medium,P3
10286,504,1179,Backup Failure,Low,Server Resource Exhaustion,Resolved,2025-12-08,46,48,No,Normal,Analytics Platform,High,P4
10287,512,1105,Cloud Service Outage,High,Third-Party Service Failure,Escalated,2026-03-14,42,8,Yes,Escalated,HRMS,Medium,P2
10288,544,1190,Cloud Service Outage,Critical,Failed Deployment,In Progress,2026-03-30,15,4,Yes,Escalated,Payment_Gateway,High,P1
10289,508,1074,Network Connectivity Issue,High,Expired Certificate,In Progress,2025-08-16,66,8,Yes,Escalated,CRM,Medium,P2
10290,525,1118,API Failure,Low,Capacity Overload,Resolved,2025-10-18,22,48,No,Normal,Payment_Gateway,Medium,P4
10291,514,1145,Authentication Failure,High,Configuration Error,Escalated,2025-11-26,12,8,Yes,Escalated,ERP,Low,P2
10292,523,1182,Production Deployment Failure,Medium,Configuration Error,In Progress,2026-01-30,52,24,Yes,Normal,Payment_Gateway,High,P3
10293,530,1071,ETL/Data Pipeline Failure,Medium,Human Error,Resolved,2025-08-30,16,24,No,Normal,Analytics Platform,Medium,P3
10294,510,1029,API Failure,Critical,Failed Deployment,Escalated,2026-04-21,35,4,Yes,Escalated,CRM,High,P1
10295,522,1070,Network Connectivity Issue,Critical,Server Resource Exhaustion,In Progress,2025-07-21,46,4,Yes,Escalated,ERP,Low,P4
10296,547,1097,Application Outage,Medium,Network Congestion,Resolved,2026-04-09,12,24,No,Normal,Analytics Platform,Low,P3
10297,514,1130,Security Incident,High,Third-Party Service Failure,In Progress,2026-02-08,32,8,Yes,Escalated,ERP,Medium,P2
10298,534,1008,Application Outage,High,Expired Certificate,Escalated,2026-04-03,47,8,Yes,Escalated,Analytics Platform,Low,P2
10299,529,1091,Production Deployment Failure,Low,Security Attack,Open,2026-05-25,32,48,No,Normal,HRMS,Medium,P4
10300,525,1043,Third-Party Vendor Outage,Low,Database Lock/Deadlock,Open,2025-10-21,21,48,No,Normal,HRMS,High,P4
10301,513,1127,Application Outage,Critical,Expired Certificate,In Progress,2025-09-23,69,4,Yes,Escalated,Analytics Platform,High,P1
10302,523,1011,Network Connectivity Issue,Critical,Capacity Overload,Escalated,2025-06-07,47,4,Yes,Escalated,CRM,High,P1
10303,512,1178,Cloud Service Outage,High,Human Error,Escalated,2025-06-26,45,8,Yes,Escalated,CRM,Low,P2
10304,523,1152,Application Outage,High,Cloud Region Failure,In Progress,2026-04-24,33,8,Yes,Escalated,CRM,Medium,P2
10305,508,1168,Server Performance Degradation,Critical,Human Error,Escalated,2025-12-31,58,4,Yes,Escalated,HRMS,High,P1
10306,526,1188,Network Connectivity Issue,Low,Database Lock/Deadlock,Open,2026-05-24,41,48,No,Normal,Analytics Platform,Medium,P4
10307,538,1130,ETL/Data Pipeline Failure,Critical,Human Error,Escalated,2025-09-25,44,4,Yes,Escalated,Payment_Gateway,High,P1
10308,538,1134,Database Failure,Low,Code Defect,Escalated,2025-10-25,68,48,Yes,Normal,Analytics Platform,High,P4
10309,535,1010,API Failure,High,Server Resource Exhaustion,In Progress,2025-10-21,33,8,Yes,Escalated,ERP,Low,P2
10310,501,1113,Backup Failure,Medium,Code Defect,In Progress,2025-09-19,35,24,Yes,Normal,Payment_Gateway,High,P3
10311,546,1058,ETL/Data Pipeline Failure,Medium,Network Congestion,Escalated,2026-03-26,31,24,Yes,Normal,Payment_Gateway,Medium,P3
10312,524,1090,Third-Party Vendor Outage,Critical,Configuration Error,Escalated,2025-11-12,20,4,Yes,Escalated,CRM,Medium,P4
10313,516,1098,API Failure,Low,Code Defect,In Progress,2026-04-21,49,48,Yes,Normal,Analytics Platform,High,P4
10314,544,1094,Server Performance Degradation,Critical,Expired Certificate,In Progress,2025-10-29,30,4,Yes,Escalated,ERP,Low,P4
10315,514,1080,Server Performance Degradation,Critical,Failed Deployment,Escalated,2025-06-15,62,4,Yes,Escalated,ERP,Low,P4
10316,504,1054,Backup Failure,High,Security Attack,In Progress,2026-01-12,12,8,Yes,Escalated,Payment_Gateway,Medium,P2
10317,544,1076,Cloud Service Outage,Medium,Failed Deployment,In Progress,2026-03-31,33,24,Yes,Normal,CRM,Low,P3
10318,543,1103,Production Deployment Failure,Medium,Expired Certificate,Resolved,2026-02-15,24,24,No,Normal,Analytics Platform,Medium,P3
10319,523,1059,Authentication Failure,Critical,Human Error,In Progress,2025-12-05,54,4,Yes,Escalated,HRMS,Medium,P4
10320,512,1194,ETL/Data Pipeline Failure,High,Capacity Overload,Escalated,2025-06-25,11,8,Yes,Escalated,CRM,Low,P2
10321,535,1093,API Failure,Medium,Security Attack,In Progress,2025-06-27,31,24,Yes,Normal,Payment_Gateway,Low,P3
10322,539,1199,Server Performance Degradation,High,Database Lock/Deadlock,In Progress,2025-07-29,38,8,Yes,Escalated,Analytics Platform,Low,P2
10323,522,1009,Security Incident,Low,Failed Deployment,Open,2025-07-14,21,48,No,Normal,HRMS,Medium,P4
10324,545,1036,Application Outage,High,Failed Deployment,In Progress,2025-09-14,71,8,Yes,Escalated,ERP,Medium,P2
10325,519,1089,Security Incident,Low,Code Defect,Open,2025-12-12,28,48,No,Normal,Analytics Platform,High,P4
10326,539,1084,Server Performance Degradation,Critical,Configuration Error,In Progress,2025-06-11,39,4,Yes,Escalated,HRMS,Low,P4
10327,520,1117,ETL/Data Pipeline Failure,High,Database Lock/Deadlock,In Progress,2026-03-20,47,8,Yes,Escalated,CRM,Medium,P2
10328,540,1111,ETL/Data Pipeline Failure,Medium,Human Error,In Progress,2026-02-17,54,24,Yes,Normal,Analytics Platform,High,P3
10329,504,1194,Authentication Failure,Medium,Failed Deployment,In Progress,2025-10-23,60,24,Yes,Normal,CRM,Medium,P3
10330,501,1030,Application Outage,Critical,Cloud Region Failure,In Progress,2025-10-04,27,4,Yes,Escalated,HRMS,High,P1
10331,519,1095,Authentication Failure,Low,Configuration Error,Open,2025-06-17,17,48,No,Normal,HRMS,Medium,P4
10332,542,1044,Server Performance Degradation,Medium,Network Congestion,Open,2025-10-23,6,24,No,Normal,Analytics Platform,Medium,P3
10333,527,1032,Database Failure,High,Failed Deployment,Escalated,2025-09-05,68,8,Yes,Escalated,HRMS,High,P2
10334,516,1180,Authentication Failure,High,Security Attack,Escalated,2026-05-28,52,8,Yes,Escalated,HRMS,Medium,P2
10335,517,1181,ETL/Data Pipeline Failure,Medium,Expired Certificate,In Progress,2025-10-05,53,24,Yes,Normal,CRM,Medium,P3
10336,540,1037,Cloud Service Outage,Critical,Security Attack,Escalated,2025-12-01,56,4,Yes,Escalated,ERP,Low,P4
10337,509,1086,Security Incident,Critical,Human Error,In Progress,2025-08-19,69,4,Yes,Escalated,ERP,High,P1
10338,524,1175,API Failure,High,Expired Certificate,Escalated,2025-09-18,30,8,Yes,Escalated,CRM,Low,P2
10339,510,1120,API Failure,Low,Network Congestion,In Progress,2025-10-11,59,48,Yes,Normal,ERP,High,P4
10340,516,1051,Backup Failure,Medium,Expired Certificate,Open,2025-09-08,17,24,No,Normal,CRM,High,P3
10341,508,1151,Application Outage,Low,Database Lock/Deadlock,Open,2026-04-22,5,48,No,Normal,ERP,Medium,P4
10342,546,1050,Backup Failure,Medium,Security Attack,In Progress,2025-10-08,41,24,Yes,Normal,ERP,Medium,P3
10343,528,1184,Security Incident,Medium,Network Congestion,Escalated,2026-03-24,28,24,Yes,Normal,Analytics Platform,Medium,P3
10344,543,1117,Database Failure,Critical,Human Error,Escalated,2025-10-12,13,4,Yes,Escalated,CRM,Low,P4
10345,538,1146,Third-Party Vendor Outage,Critical,Human Error,Escalated,2025-12-01,31,4,Yes,Escalated,CRM,Medium,P4
10346,542,1187,Database Failure,Critical,Code Defect,In Progress,2026-01-23,42,4,Yes,Escalated,Analytics Platform,High,P1
10347,512,1139,API Failure,High,Human Error,In Progress,2025-12-29,54,8,Yes,Escalated,CRM,Low,P2
10348,547,1065,Production Deployment Failure,Critical,Human Error,In Progress,2025-07-23,49,4,Yes,Escalated,ERP,High,P1
10349,522,1168,Application Outage,Low,Third-Party Service Failure,Resolved,2026-04-12,30,48,No,Normal,ERP,Medium,P4
10350,518,1053,Network Connectivity Issue,Medium,Expired Certificate,Open,2025-07-02,20,24,No,Normal,Analytics Platform,Low,P3
10351,538,1064,Server Performance Degradation,Medium,Code Defect,In Progress,2026-03-08,54,24,Yes,Normal,HRMS,Low,P3
10352,532,1085,Production Deployment Failure,Medium,Failed Deployment,In Progress,2026-05-24,32,24,Yes,Normal,Analytics Platform,High,P3
10353,543,1086,API Failure,Low,Cloud Region Failure,Resolved,2026-01-03,43,48,No,Normal,CRM,High,P4
10354,501,1196,Third-Party Vendor Outage,Low,Expired Certificate,Escalated,2025-06-15,59,48,Yes,Normal,Payment_Gateway,Low,P4
10355,548,1108,Network Connectivity Issue,Medium,Cloud Region Failure,Resolved,2025-06-13,9,24,No,Normal,Analytics Platform,High,P3
10356,535,1066,Cloud Service Outage,Critical,Database Lock/Deadlock,In Progress,2025-06-18,40,4,Yes,Escalated,ERP,High,P1
10357,517,1184,Cloud Service Outage,Low,Human Error,Open,2025-12-03,10,48,No,Normal,HRMS,Medium,P4
10358,540,1026,ETL/Data Pipeline Failure,Medium,Configuration Error,Escalated,2025-06-08,48,24,Yes,Normal,Payment_Gateway,Medium,P3
10359,505,1107,Backup Failure,Medium,Database Lock/Deadlock,In Progress,2025-10-11,30,24,Yes,Normal,Payment_Gateway,High,P3
10360,526,1174,Server Performance Degradation,Medium,Third-Party Service Failure,Resolved,2025-07-22,3,24,No,Normal,CRM,Medium,P3
10361,533,1088,Backup Failure,Critical,Server Resource Exhaustion,In Progress,2026-01-06,18,4,Yes,Escalated,HRMS,High,P1
10362,546,1060,Authentication Failure,High,Cloud Region Failure,In Progress,2025-08-09,45,8,Yes,Escalated,Analytics Platform,Low,P2
10363,547,1018,ETL/Data Pipeline Failure,Critical,Configuration Error,Escalated,2026-05-17,26,4,Yes,Escalated,Payment_Gateway,Medium,P4
10364,550,1106,Production Deployment Failure,Medium,Human Error,Resolved,2025-06-05,6,24,No,Normal,ERP,High,P3
10365,502,1175,ETL/Data Pipeline Failure,Medium,Capacity Overload,In Progress,2026-02-19,46,24,Yes,Normal,HRMS,Medium,P3
10366,515,1130,API Failure,Critical,Database Lock/Deadlock,Escalated,2025-09-20,70,4,Yes,Escalated,Payment_Gateway,Low,P4
10367,532,1133,Cloud Service Outage,Critical,Security Attack,In Progress,2026-04-18,21,4,Yes,Escalated,CRM,High,P1
10368,514,1167,Security Incident,Low,Third-Party Service Failure,Escalated,2026-03-13,62,48,Yes,Normal,ERP,Low,P4
10369,539,1120,Production Deployment Failure,High,Code Defect,In Progress,2025-12-05,64,8,Yes,Escalated,ERP,Low,P2
10370,517,1177,Security Incident,Medium,Capacity Overload,Resolved,2025-11-03,6,24,No,Normal,ERP,High,P3
10371,518,1154,Backup Failure,Medium,Database Lock/Deadlock,Resolved,2026-04-19,24,24,No,Normal,ERP,Medium,P3
10372,527,1044,Production Deployment Failure,Medium,Third-Party Service Failure,Resolved,2026-02-23,4,24,No,Normal,HRMS,Low,P3
10373,507,1071,Network Connectivity Issue,Critical,Server Resource Exhaustion,In Progress,2025-11-12,50,4,Yes,Escalated,Payment_Gateway,High,P1
10374,539,1116,Cloud Service Outage,Low,Third-Party Service Failure,Resolved,2025-08-09,19,48,No,Normal,ERP,High,P4
10375,549,1193,Third-Party Vendor Outage,Medium,Failed Deployment,Open,2025-09-03,14,24,No,Normal,Analytics Platform,Low,P3
10376,512,1072,Application Outage,Low,Cloud Region Failure,Resolved,2025-12-09,9,48,No,Normal,ERP,Medium,P4
10377,529,1158,Backup Failure,Low,Server Resource Exhaustion,Escalated,2025-08-15,61,48,Yes,Normal,HRMS,Medium,P4
10378,519,1067,ETL/Data Pipeline Failure,Critical,Cloud Region Failure,Escalated,2025-08-22,30,4,Yes,Escalated,ERP,Medium,P4
10379,546,1007,Server Performance Degradation,Medium,Cloud Region Failure,In Progress,2025-10-05,32,24,Yes,Normal,Analytics Platform,Medium,P3
10380,524,1017,Authentication Failure,Medium,Failed Deployment,Escalated,2025-10-20,63,24,Yes,Normal,Payment_Gateway,High,P3
10381,517,1158,API Failure,Medium,Failed Deployment,In Progress,2026-04-06,36,24,Yes,Normal,ERP,Medium,P3
10382,505,1168,Security Incident,Critical,Cloud Region Failure,In Progress,2026-05-04,72,4,Yes,Escalated,Payment_Gateway,Low,P4
10383,505,1115,Authentication Failure,Medium,Cloud Region Failure,Escalated,2026-04-11,51,24,Yes,Normal,Analytics Platform,Medium,P3
10384,512,1082,Server Performance Degradation,Medium,Capacity Overload,Escalated,2026-04-25,56,24,Yes,Normal,ERP,Low,P3
10385,528,1123,Production Deployment Failure,Critical,Capacity Overload,In Progress,2026-02-04,30,4,Yes,Escalated,ERP,Medium,P4
10386,514,1091,Network Connectivity Issue,Low,Configuration Error,In Progress,2025-06-20,61,48,Yes,Normal,ERP,Low,P4
10387,512,1143,ETL/Data Pipeline Failure,Critical,Database Lock/Deadlock,In Progress,2026-03-04,58,4,Yes,Escalated,ERP,High,P1
10388,535,1060,Production Deployment Failure,Medium,Failed Deployment,Escalated,2026-03-20,56,24,Yes,Normal,Payment_Gateway,Medium,P3
10389,539,1009,Cloud Service Outage,High,Network Congestion,In Progress,2026-01-02,53,8,Yes,Escalated,Payment_Gateway,Medium,P2
10390,537,1189,Production Deployment Failure,Low,Database Lock/Deadlock,Resolved,2025-10-13,38,48,No,Normal,Analytics Platform,Low,P4
10391,525,1195,Cloud Service Outage,Low,Third-Party Service Failure,Resolved,2025-12-23,32,48,No,Normal,Payment_Gateway,High,P4
10392,512,1127,Database Failure,Low,Expired Certificate,In Progress,2026-03-17,67,48,Yes,Normal,CRM,Medium,P4
10393,525,1198,Server Performance Degradation,Critical,Failed Deployment,Escalated,2026-03-29,63,4,Yes,Escalated,Analytics Platform,High,P1
10394,540,1093,Backup Failure,Low,Third-Party Service Failure,Resolved,2025-08-13,4,48,No,Normal,Analytics Platform,Medium,P4
10395,537,1043,Network Connectivity Issue,High,Configuration Error,In Progress,2025-07-23,57,8,Yes,Escalated,CRM,Low,P2
10396,501,1200,Application Outage,Medium,Security Attack,Resolved,2025-10-30,11,24,No,Normal,CRM,Low,P3
10397,548,1046,Database Failure,High,Capacity Overload,Resolved,2026-01-06,1,8,No,Normal,HRMS,Low,P2
10398,509,1079,Application Outage,Medium,Cloud Region Failure,Escalated,2025-09-27,62,24,Yes,Normal,CRM,High,P3
10399,516,1184,Application Outage,Low,Server Resource Exhaustion,Escalated,2025-08-20,60,48,Yes,Normal,HRMS,High,P4
10400,510,1035,Authentication Failure,High,Human Error,In Progress,2025-07-28,54,8,Yes,Escalated,Analytics Platform,High,P2
10401,513,1179,Application Outage,Medium,Third-Party Service Failure,In Progress,2026-04-29,30,24,Yes,Normal,Payment_Gateway,Low,P3
10402,533,1015,API Failure,Critical,Database Lock/Deadlock,In Progress,2026-01-31,36,4,Yes,Escalated,HRMS,High,P1
10403,523,1125,Server Performance Degradation,Low,Code Defect,Resolved,2026-03-10,10,48,No,Normal,ERP,Medium,P4
10404,529,1051,Application Outage,Low,Code Defect,Open,2026-02-15,34,48,No,Normal,Analytics Platform,High,P4
10405,550,1187,Backup Failure,High,Cloud Region Failure,Escalated,2026-01-05,29,8,Yes,Escalated,Analytics Platform,Low,P2
10406,525,1181,Application Outage,High,Failed Deployment,Escalated,2025-08-28,41,8,Yes,Escalated,Payment_Gateway,High,P2
10407,529,1161,Server Performance Degradation,Low,Third-Party Service Failure,Resolved,2026-05-21,6,48,No,Normal,Payment_Gateway,Medium,P4
10408,510,1111,Production Deployment Failure,Critical,Database Lock/Deadlock,In Progress,2026-03-15,14,4,Yes,Escalated,Analytics Platform,High,P1
10409,523,1173,Network Connectivity Issue,High,Server Resource Exhaustion,Open,2026-03-10,1,8,No,Normal,ERP,Medium,P2
10410,519,1119,API Failure,Medium,Third-Party Service Failure,Escalated,2025-12-28,57,24,Yes,Normal,CRM,Medium,P3
10411,508,1080,API Failure,High,Human Error,In Progress,2025-06-30,54,8,Yes,Escalated,CRM,Medium,P2
10412,549,1173,Authentication Failure,Medium,Third-Party Service Failure,In Progress,2025-09-08,40,24,Yes,Normal,HRMS,Medium,P3
10413,535,1019,API Failure,Critical,Server Resource Exhaustion,Escalated,2026-04-08,45,4,Yes,Escalated,ERP,Low,P4
10414,516,1163,Server Performance Degradation,Medium,Failed Deployment,Resolved,2025-08-24,22,24,No,Normal,CRM,High,P3
10415,539,1158,Production Deployment Failure,Medium,Expired Certificate,In Progress,2025-12-07,72,24,Yes,Normal,Analytics Platform,Low,P3
10416,543,1007,Production Deployment Failure,Low,Security Attack,Open,2025-08-05,18,48,No,Normal,CRM,Low,P4
10417,526,1147,Authentication Failure,Critical,Database Lock/Deadlock,In Progress,2025-10-25,37,4,Yes,Escalated,CRM,Medium,P4
10418,544,1151,API Failure,Low,Third-Party Service Failure,Open,2026-05-20,4,48,No,Normal,HRMS,Medium,P4
10419,537,1024,Server Performance Degradation,Low,Third-Party Service Failure,Resolved,2025-12-09,41,48,No,Normal,Analytics Platform,High,P4
10420,526,1115,Authentication Failure,Medium,Security Attack,Open,2025-06-13,2,24,No,Normal,Payment_Gateway,Low,P3
10421,503,1191,Authentication Failure,Critical,Failed Deployment,In Progress,2026-05-31,48,4,Yes,Escalated,HRMS,High,P1
10422,517,1142,Cloud Service Outage,Low,Human Error,Escalated,2025-09-26,50,48,Yes,Normal,CRM,Low,P4
10423,537,1115,Cloud Service Outage,High,Capacity Overload,Open,2026-03-09,5,8,No,Normal,CRM,Medium,P2
10424,508,1004,Cloud Service Outage,Low,Cloud Region Failure,Resolved,2025-06-30,23,48,No,Normal,Payment_Gateway,High,P4
10425,549,1144,Cloud Service Outage,Critical,Configuration Error,Escalated,2025-12-07,25,4,Yes,Escalated,ERP,High,P1
10426,518,1185,Database Failure,Low,Configuration Error,Open,2025-10-09,15,48,No,Normal,Analytics Platform,Medium,P4
10427,523,1080,Backup Failure,Medium,Capacity Overload,In Progress,2025-12-07,63,24,Yes,Normal,Payment_Gateway,Medium,P3
10428,550,1012,Cloud Service Outage,Low,Configuration Error,Open,2025-12-06,39,48,No,Normal,Analytics Platform,Medium,P4
10429,501,1130,Authentication Failure,Critical,Failed Deployment,Escalated,2026-03-20,71,4,Yes,Escalated,HRMS,Medium,P4
10430,542,1200,Backup Failure,High,Human Error,Escalated,2025-06-01,55,8,Yes,Escalated,CRM,Low,P2
10431,525,1065,API Failure,High,Server Resource Exhaustion,In Progress,2026-02-19,30,8,Yes,Escalated,HRMS,Medium,P2
10432,517,1022,Network Connectivity Issue,Critical,Capacity Overload,In Progress,2026-04-20,8,4,Yes,Escalated,ERP,Low,P4
10433,510,1021,ETL/Data Pipeline Failure,Low,Database Lock/Deadlock,Open,2026-03-25,26,48,No,Normal,CRM,Low,P4
10434,540,1182,Server Performance Degradation,High,Database Lock/Deadlock,Escalated,2025-09-19,53,8,Yes,Escalated,CRM,Medium,P2
10435,547,1084,Server Performance Degradation,Medium,Third-Party Service Failure,Escalated,2026-05-22,62,24,Yes,Normal,HRMS,Low,P3
10436,515,1142,Production Deployment Failure,High,Expired Certificate,Escalated,2025-11-13,9,8,Yes,Escalated,Payment_Gateway,Medium,P2
10437,524,1185,ETL/Data Pipeline Failure,Critical,Failed Deployment,In Progress,2025-11-19,22,4,Yes,Escalated,Payment_Gateway,High,P1
10438,528,1078,Server Performance Degradation,Low,Server Resource Exhaustion,Open,2025-10-13,29,48,No,Normal,CRM,Medium,P4
10439,515,1157,Third-Party Vendor Outage,Low,Configuration Error,In Progress,2026-03-21,72,48,Yes,Normal,HRMS,Low,P4
10440,545,1112,API Failure,High,Capacity Overload,In Progress,2025-05-31,72,8,Yes,Escalated,ERP,Low,P2
10441,548,1020,ETL/Data Pipeline Failure,Low,Human Error,In Progress,2026-02-28,59,48,Yes,Normal,HRMS,High,P4
10442,520,1187,Security Incident,High,Server Resource Exhaustion,In Progress,2025-08-27,9,8,Yes,Escalated,ERP,Medium,P2
10443,501,1148,Cloud Service Outage,High,Cloud Region Failure,Resolved,2026-04-24,1,8,No,Normal,CRM,High,P2
10444,505,1101,Database Failure,Low,Server Resource Exhaustion,In Progress,2026-05-08,69,48,Yes,Normal,Payment_Gateway,High,P4
10445,520,1179,Production Deployment Failure,Medium,Failed Deployment,In Progress,2025-10-28,51,24,Yes,Normal,ERP,Medium,P3
10446,522,1127,Security Incident,High,Security Attack,Escalated,2025-10-24,69,8,Yes,Escalated,CRM,Medium,P2
10447,522,1078,Security Incident,Low,Third-Party Service Failure,Open,2026-04-28,48,48,No,Normal,Payment_Gateway,Low,P4
10448,537,1004,API Failure,Critical,Capacity Overload,Escalated,2026-03-30,67,4,Yes,Escalated,Analytics Platform,Low,P4
10449,518,1163,Third-Party Vendor Outage,High,Human Error,In Progress,2026-05-03,58,8,Yes,Escalated,HRMS,High,P2
10450,509,1037,Production Deployment Failure,High,Configuration Error,In Progress,2026-01-08,16,8,Yes,Escalated,ERP,Medium,P2
10451,532,1137,Production Deployment Failure,Low,Capacity Overload,Resolved,2026-04-28,30,48,No,Normal,ERP,Low,P4
10452,520,1126,Authentication Failure,Medium,Security Attack,Escalated,2025-06-23,55,24,Yes,Normal,HRMS,High,P3
10453,549,1051,Authentication Failure,High,Security Attack,In Progress,2025-12-24,44,8,Yes,Escalated,CRM,Medium,P2
10454,535,1168,Security Incident,High,Network Congestion,Resolved,2026-05-23,4,8,No,Normal,CRM,High,P2
10455,547,1125,Application Outage,High,Failed Deployment,Escalated,2026-02-19,12,8,Yes,Escalated,CRM,High,P2
10456,507,1104,Network Connectivity Issue,Low,Network Congestion,Open,2026-05-16,27,48,No,Normal,HRMS,Low,P4
10457,532,1159,Backup Failure,Critical,Third-Party Service Failure,In Progress,2025-06-30,17,4,Yes,Escalated,Payment_Gateway,Medium,P4
10458,508,1034,Authentication Failure,Medium,Security Attack,In Progress,2025-12-19,63,24,Yes,Normal,CRM,Low,P3
10459,547,1194,Database Failure,High,Security Attack,Escalated,2026-04-19,27,8,Yes,Escalated,CRM,Medium,P2
10460,526,1130,Security Incident,Medium,Failed Deployment,In Progress,2026-04-01,26,24,Yes,Normal,ERP,Medium,P3
10461,506,1025,Backup Failure,Medium,Expired Certificate,Resolved,2025-09-20,14,24,No,Normal,ERP,Low,P3
10462,524,1185,Production Deployment Failure,Low,Third-Party Service Failure,In Progress,2026-02-19,71,48,Yes,Normal,Payment_Gateway,Medium,P4
10463,538,1078,Cloud Service Outage,High,Capacity Overload,Escalated,2026-02-06,15,8,Yes,Escalated,HRMS,High,P2
10464,545,1088,Security Incident,Medium,Server Resource Exhaustion,Escalated,2026-04-21,50,24,Yes,Normal,HRMS,Low,P3
10465,540,1064,Authentication Failure,Critical,Configuration Error,Escalated,2026-03-08,43,4,Yes,Escalated,Analytics Platform,High,P1
10466,514,1087,Network Connectivity Issue,Medium,Expired Certificate,In Progress,2025-12-01,72,24,Yes,Normal,ERP,Low,P3
10467,517,1002,Security Incident,Medium,Human Error,Open,2026-03-10,14,24,No,Normal,ERP,Low,P3
10468,511,1126,Production Deployment Failure,High,Human Error,In Progress,2025-07-04,72,8,Yes,Escalated,CRM,Low,P2
10469,522,1028,Third-Party Vendor Outage,Medium,Server Resource Exhaustion,In Progress,2026-04-12,66,24,Yes,Normal,CRM,Low,P3
10470,534,1112,ETL/Data Pipeline Failure,Critical,Code Defect,In Progress,2026-03-15,6,4,Yes,Escalated,Payment_Gateway,Medium,P4
10471,526,1048,Backup Failure,Medium,Failed Deployment,In Progress,2025-12-28,52,24,Yes,Normal,Payment_Gateway,High,P3
10472,538,1154,ETL/Data Pipeline Failure,Medium,Cloud Region Failure,In Progress,2026-03-18,25,24,Yes,Normal,HRMS,Low,P3
10473,524,1005,API Failure,Medium,Configuration Error,In Progress,2026-04-22,60,24,Yes,Normal,Payment_Gateway,Low,P3
10474,522,1193,Production Deployment Failure,Medium,Cloud Region Failure,Escalated,2026-05-08,36,24,Yes,Normal,CRM,Low,P3
10475,503,1003,Production Deployment Failure,Low,Expired Certificate,Open,2025-07-26,18,48,No,Normal,HRMS,Medium,P4
