task_id,project_id,employee_id,task_name,priority,status,estimated_hours,actual_hours,start_date,due_date,completion_date,delay_days,sla_breach,dependency_reason,task_complexity,risk_level,min_completion_time,max_completion_time,avg_completion_time
15564,509,1106,Task_15564,Medium,In Progress,49,82,2026-02-06,2026-02-22,2026-02-22,0,No,N/A,Easy,High,46,91,68.5
15565,526,0,Task_15565,Medium,Not Started,65,81,2025-10-04,2025-10-19,2025-10-19,0,No,N/A,Easy,Low,61,101,81.0
15566,540,0,Task_15566,Low,Not Started,108,132,2024-11-30,2025-01-11,2025-01-11,0,No,N/A,Easy,Medium,103,144,123.5
15567,548,1183,Task_15567,High,In Progress,72,110,2026-05-13,2026-07-11,2026-07-11,0,No,N/A,Complex,Low,70,126,98.0
15568,543,1109,Task_15568,Critical,Review Completed,57,56,2025-05-03,2025-05-19,2025-05-25,6,No,N/A,Medium,High,55,71,63.0
15569,508,1087,Task_15569,Critical,Completed,59,67,2024-08-10,2024-10-30,2024-10-23,-7,No,N/A,Easy,Medium,55,77,66.0
15570,545,1137,Task_15570,Medium,Ready for Review,34,55,2024-09-07,2024-10-04,2024-10-04,0,No,N/A,Medium,Low,29,62,45.5
15571,502,1086,Task_15571,Critical,In Progress,34,41,2024-09-17,2024-10-28,2024-10-28,0,No,N/A,Medium,High,30,46,38.0
15572,533,1163,Task_15572,High,Review Completed,66,81,2025-03-19,2025-05-20,2025-05-19,-1,No,N/A,Medium,High,63,99,81.0
15573,510,1138,Task_15573,Low,Ready for Review,24,51,2024-07-13,2024-09-18,2024-09-18,0,No,N/A,Easy,Medium,22,61,41.5
15574,535,1131,Task_15574,Low,Ready for Review,72,97,2026-03-17,2026-04-26,2026-04-26,0,No,N/A,Easy,Low,71,113,92.0
15575,514,1017,Task_15575,Critical,Ready for Review,49,86,2026-04-17,2026-06-09,2026-06-09,0,No,N/A,Medium,High,46,92,69.0
15576,537,1159,Task_15576,High,Review Completed,64,103,2026-01-24,2026-02-26,2026-03-05,7,No,N/A,Medium,Medium,60,116,88.0
15577,515,0,Task_15577,Medium,Not Started,49,49,2026-02-16,2026-03-14,2026-03-14,0,No,N/A,Medium,Low,46,61,53.5
15578,528,0,Task_15578,Critical,Not Started,57,81,2025-12-09,2025-12-31,2025-12-31,0,No,N/A,Medium,Medium,52,100,76.0
15579,511,1196,Task_15579,Medium,Review Completed,101,98,2025-04-25,2025-06-22,2025-06-27,5,No,N/A,Easy,Medium,100,110,105.0
15580,532,1175,Task_15580,Medium,Review Completed,68,79,2024-08-20,2024-10-03,2024-09-26,-7,No,N/A,Complex,Medium,67,92,79.5
15581,548,0,Task_15581,Low,Not Started,108,110,2026-05-16,2026-07-26,2026-07-26,0,No,N/A,Easy,High,106,116,111.0
15582,540,1010,Task_15582,Critical,Ready for Review,104,114,2025-02-03,2025-03-22,2025-03-22,0,No,N/A,Complex,High,99,124,111.5
15583,532,0,Task_15583,Low,Not Started,35,73,2025-07-10,2025-08-01,2025-08-01,0,No,N/A,Complex,Low,34,84,59.0
15584,526,1102,Task_15584,Critical,Review Completed,46,68,2025-07-23,2025-09-12,2025-09-05,-7,No,N/A,Complex,High,41,81,61.0
15585,542,1184,Task_15585,High,Review Completed,89,113,2024-08-07,2024-10-18,2024-10-25,7,No,N/A,Complex,High,84,127,105.5
15586,532,1186,Task_15586,Low,Pending,89,106,2025-09-18,2025-11-21,2025-11-21,0,No,Vendor Delay,Easy,Medium,84,126,105.0
15587,506,1154,Task_15587,Critical,Completed,68,101,2026-02-15,2026-03-29,2026-04-01,3,No,N/A,Complex,High,67,107,87.0
15588,541,1058,Task_15588,Medium,In Progress,101,132,2026-04-08,2026-05-28,2026-05-28,0,No,N/A,Easy,Medium,100,137,118.5
15589,526,1133,Task_15589,Medium,Pending,60,88,2025-07-10,2025-09-07,2025-09-07,0,No,Awaiting Manager Decision,Easy,Low,55,102,78.5
15590,525,1048,Task_15590,High,In Progress,113,129,2026-03-01,2026-03-13,2026-03-13,0,No,N/A,Easy,Medium,111,135,123.0
15591,507,0,Task_15591,High,Not Started,44,49,2024-07-28,2024-08-07,2024-08-07,0,No,N/A,Easy,Low,40,67,53.5
15592,512,1087,Task_15592,Critical,In Progress,117,148,2026-04-09,2026-05-20,2026-05-20,0,No,N/A,Medium,Low,112,164,138.0
15593,541,1183,Task_15593,High,In Progress,106,137,2026-04-07,2026-06-04,2026-06-04,0,No,N/A,Complex,High,105,142,123.5
15594,549,1043,Task_15594,Medium,Delayed,101,133,2024-10-09,2024-12-14,2024-12-14,0,No,Waiting for Client Input,Complex,Medium,98,148,123.0
15595,526,1114,Task_15595,Critical,Delayed,18,22,2025-10-15,2025-12-31,2025-12-31,0,No,Infrastructure Issue,Easy,Low,14,42,28.0
15596,522,1051,Task_15596,Medium,Pending,48,83,2025-08-03,2025-09-18,2025-09-18,0,No,Infrastructure Issue,Easy,Medium,47,96,71.5
15597,543,1051,Task_15597,Medium,Pending,75,110,2024-11-02,2024-12-01,2024-12-01,0,No,Vendor Delay,Easy,Low,72,126,99.0
15598,503,1013,Task_15598,Low,Completed,76,92,2025-03-08,2025-05-25,2025-05-16,-9,No,N/A,Easy,Medium,73,98,85.5
15599,544,0,Task_15599,Medium,Not Started,67,64,2024-12-27,2025-01-28,2025-01-28,0,No,N/A,Easy,Medium,63,77,70.0
15600,514,1064,Task_15600,Low,Pending,19,27,2025-06-24,2025-08-06,2025-08-06,0,No,Vendor Delay,Medium,High,17,41,29.0
15601,533,1032,Task_15601,Critical,Review Completed,83,108,2024-10-19,2024-12-13,2024-12-08,-5,No,N/A,Complex,High,82,128,105.0
15602,547,1188,Task_15602,Low,Completed,47,51,2025-08-16,2025-11-11,2025-11-20,9,Yes,N/A,Easy,Medium,45,59,52.0
15603,518,1127,Task_15603,Critical,In Progress,79,82,2025-01-22,2025-02-06,2025-02-06,0,No,N/A,Medium,Low,76,89,82.5
15604,544,1126,Task_15604,High,Pending,82,103,2025-01-06,2025-02-10,2025-02-10,0,No,Waiting for Client Input,Complex,Low,80,112,96.0
15605,518,1187,Task_15605,Low,Pending,85,104,2025-09-05,2025-09-20,2025-09-20,0,No,Awaiting Manager Decision,Complex,Medium,81,119,100.0
15606,531,1044,Task_15606,High,Review Completed,21,33,2024-12-07,2025-01-25,2025-01-30,5,No,N/A,Complex,High,20,51,35.5
15607,550,1111,Task_15607,Critical,Pending,74,96,2025-05-29,2025-06-23,2025-06-23,0,No,Pending Approval,Medium,Low,70,112,91.0
15608,508,1119,Task_15608,Low,Pending,32,31,2024-09-23,2024-12-10,2024-12-10,0,No,Awaiting Manager Decision,Medium,Medium,27,42,34.5
15609,531,1191,Task_15609,Medium,Pending,10,47,2025-12-04,2026-02-09,2026-02-09,0,No,Vendor Delay,Easy,High,9,52,30.5
15610,528,1148,Task_15610,Critical,Review Completed,109,114,2025-09-10,2025-10-20,2025-10-19,-1,No,N/A,Complex,Medium,106,124,115.0
15611,545,1001,Task_15611,Low,In Progress,11,20,2024-10-27,2025-01-17,2025-01-17,0,No,N/A,Medium,Medium,6,40,23.0
15612,537,1088,Task_15612,Critical,Review Completed,49,82,2025-04-18,2025-05-04,2025-05-11,7,No,N/A,Complex,Medium,45,96,70.5
15613,513,1182,Task_15613,Medium,Delayed,99,105,2024-06-13,2024-06-18,2024-06-18,0,No,Pending Approval,Medium,High,94,114,104.0
15614,533,1104,Task_15614,High,Completed,70,66,2026-03-25,2026-06-20,2026-06-16,-4,No,N/A,Complex,Medium,66,82,74.0
15615,519,1095,Task_15615,Medium,Delayed,51,76,2024-10-20,2024-12-13,2024-12-13,0,No,Dependency on External Team,Medium,High,49,81,65.0
15616,514,1074,Task_15616,Medium,Review Completed,12,39,2026-04-15,2026-05-04,2026-05-01,-3,No,N/A,Medium,Medium,10,48,29.0
15617,517,1005,Task_15617,High,Ready for Review,19,22,2025-09-19,2025-10-14,2025-10-14,0,No,N/A,Easy,High,15,39,27.0
15618,547,1096,Task_15618,Critical,Completed,107,102,2025-06-15,2025-09-01,2025-08-30,-2,No,N/A,Easy,Low,104,118,111.0
15619,537,1198,Task_15619,Medium,Ready for Review,29,66,2026-05-21,2026-07-19,2026-07-19,0,No,N/A,Complex,Medium,25,76,50.5
15620,528,1113,Task_15620,Critical,Review Completed,10,17,2025-06-19,2025-09-03,2025-08-28,-6,No,N/A,Easy,Low,5,23,14.0
15621,510,0,Task_15621,High,Not Started,42,57,2025-05-22,2025-08-02,2025-08-02,0,No,N/A,Easy,High,37,75,56.0
15622,538,1168,Task_15622,Medium,Review Completed,40,73,2025-09-12,2025-12-03,2025-12-05,2,No,N/A,Complex,High,35,93,64.0
15623,540,1194,Task_15623,Medium,In Progress,108,115,2025-01-15,2025-02-20,2025-02-20,0,No,N/A,Complex,Medium,103,126,114.5
15624,536,1110,Task_15624,High,Completed,75,83,2024-12-31,2025-03-16,2025-03-18,2,No,N/A,Complex,Low,70,92,81.0
15625,536,1054,Task_15625,Medium,Review Completed,102,124,2025-10-01,2025-12-13,2025-12-06,-7,No,N/A,Complex,Low,98,140,119.0
15626,503,1086,Task_15626,Critical,In Progress,72,107,2025-06-22,2025-09-12,2025-09-12,0,No,N/A,Complex,Medium,67,119,93.0
15627,541,1188,Task_15627,Critical,In Progress,56,59,2025-07-20,2025-08-08,2025-08-08,0,No,N/A,Complex,Medium,51,64,57.5
15628,502,1104,Task_15628,Low,Delayed,95,102,2026-01-22,2026-02-22,2026-02-22,0,No,Dependency on External Team,Complex,Medium,93,118,105.5
15629,547,1040,Task_15629,Low,Review Completed,29,50,2024-10-03,2024-12-31,2025-01-10,10,Yes,N/A,Easy,Medium,25,60,42.5
15630,530,1113,Task_15630,Critical,Review Completed,104,127,2025-12-30,2026-03-13,2026-03-16,3,No,N/A,Easy,High,100,139,119.5
15631,539,0,Task_15631,High,Not Started,15,32,2025-01-02,2025-03-31,2025-03-31,0,No,N/A,Medium,High,10,51,30.5
15632,537,1147,Task_15632,High,Completed,39,47,2026-03-05,2026-03-14,2026-03-15,1,No,N/A,Easy,High,37,67,52.0
15633,517,1041,Task_15633,Medium,Review Completed,27,46,2025-05-25,2025-06-14,2025-06-05,-9,No,N/A,Medium,High,25,58,41.5
15634,532,1121,Task_15634,Low,Pending,34,53,2025-04-19,2025-06-07,2025-06-07,0,No,Waiting for Client Input,Complex,High,29,66,47.5
15635,549,1105,Task_15635,Low,Completed,60,60,2025-07-15,2025-08-16,2025-08-10,-6,No,N/A,Medium,Low,55,74,64.5
15636,512,1121,Task_15636,Critical,Ready for Review,43,67,2024-08-24,2024-10-19,2024-10-19,0,No,N/A,Easy,Medium,41,83,62.0
15637,534,1180,Task_15637,Medium,Pending,51,48,2025-12-12,2025-12-18,2025-12-18,0,No,Infrastructure Issue,Complex,High,49,62,55.5
15638,523,1178,Task_15638,Critical,Pending,77,72,2025-04-28,2025-05-06,2025-05-06,0,No,Awaiting Manager Decision,Complex,High,72,90,81.0
15639,545,1042,Task_15639,Low,Delayed,44,80,2024-08-03,2024-09-17,2024-09-17,0,No,Vendor Delay,Medium,High,43,95,69.0
15640,520,0,Task_15640,High,Not Started,74,98,2025-01-31,2025-03-05,2025-03-05,0,No,N/A,Medium,Low,71,118,94.5
15641,521,1074,Task_15641,Low,Completed,40,59,2024-11-03,2024-12-15,2024-12-24,9,Yes,N/A,Complex,Low,35,76,55.5
15642,547,1128,Task_15642,Medium,Review Completed,83,116,2024-12-30,2025-03-26,2025-03-30,4,No,N/A,Easy,Low,79,125,102.0
15643,520,1110,Task_15643,Low,Pending,58,96,2025-03-07,2025-03-22,2025-03-22,0,No,Dependency on External Team,Easy,Low,56,108,82.0
15644,509,1003,Task_15644,Critical,Review Completed,68,86,2024-10-20,2024-11-01,2024-11-06,5,No,N/A,Complex,High,64,106,85.0
15645,545,1138,Task_15645,Medium,In Progress,14,29,2024-10-16,2024-11-03,2024-11-03,0,No,N/A,Complex,Medium,11,45,28.0
15646,544,1153,Task_15646,Low,Pending,11,13,2025-11-08,2026-01-07,2026-01-07,0,No,Awaiting Manager Decision,Medium,Medium,10,22,16.0
15647,504,1002,Task_15647,High,Completed,13,33,2025-12-28,2026-03-21,2026-03-30,9,Yes,N/A,Complex,Medium,12,49,30.5
15648,538,1057,Task_15648,High,Delayed,94,99,2025-06-05,2025-06-28,2025-06-28,0,No,Dependency on External Team,Medium,Medium,91,114,102.5
15649,512,1055,Task_15649,High,In Progress,26,27,2026-05-30,2026-07-12,2026-07-12,0,No,N/A,Easy,Low,21,41,31.0
15650,537,1199,Task_15650,Medium,Delayed,83,101,2025-11-17,2026-02-13,2026-02-13,0,No,Waiting for Client Input,Easy,Low,79,118,98.5
15651,506,1142,Task_15651,Critical,In Progress,50,72,2024-08-30,2024-11-17,2024-11-17,0,No,N/A,Easy,Medium,47,78,62.5
15652,544,1169,Task_15652,Critical,Pending,107,129,2025-10-18,2026-01-07,2026-01-07,0,No,Dependency on External Team,Easy,Medium,106,134,120.0
15653,542,0,Task_15653,High,Not Started,110,109,2025-05-15,2025-06-06,2025-06-06,0,No,N/A,Easy,High,105,129,117.0
15654,542,1129,Task_15654,Medium,Completed,24,23,2024-12-26,2025-02-27,2025-02-23,-4,No,N/A,Complex,Low,23,40,31.5
15655,518,0,Task_15655,Medium,Not Started,50,53,2024-11-09,2025-01-22,2025-01-22,0,No,N/A,Complex,High,46,70,58.0
15656,550,1002,Task_15656,High,In Progress,92,98,2026-05-13,2026-07-27,2026-07-27,0,No,N/A,Easy,Low,89,104,96.5
15657,504,1092,Task_15657,Low,Delayed,51,70,2024-10-12,2024-10-23,2024-10-23,0,No,Awaiting Manager Decision,Easy,High,49,78,63.5
15658,517,1014,Task_15658,High,Review Completed,99,128,2025-12-21,2026-02-09,2026-02-15,6,No,N/A,Medium,High,94,146,120.0
15659,536,1018,Task_15659,High,Delayed,44,56,2024-08-01,2024-08-07,2024-08-07,0,No,Awaiting Manager Decision,Medium,Medium,42,74,58.0
15660,540,0,Task_15660,High,Not Started,108,114,2024-10-20,2024-12-27,2024-12-27,0,No,N/A,Complex,Medium,107,130,118.5
15661,531,1136,Task_15661,Medium,Ready for Review,14,30,2025-03-21,2025-05-16,2025-05-16,0,No,N/A,Easy,High,10,39,24.5
15662,524,0,Task_15662,Critical,Not Started,60,55,2025-08-18,2025-11-05,2025-11-05,0,No,N/A,Easy,Medium,57,68,62.5
15663,507,0,Task_15663,Critical,Not Started,27,65,2026-04-30,2026-06-02,2026-06-02,0,No,N/A,Medium,High,24,71,47.5
15664,528,1097,Task_15664,Low,Ready for Review,117,115,2025-03-04,2025-04-24,2025-04-24,0,No,N/A,Complex,Medium,116,131,123.5
15665,545,1096,Task_15665,Critical,Pending,68,90,2025-04-02,2025-05-19,2025-05-19,0,No,Infrastructure Issue,Complex,High,63,101,82.0
15666,507,1150,Task_15666,Critical,In Progress,87,101,2025-04-03,2025-06-09,2025-06-09,0,No,N/A,Easy,High,84,113,98.5
15667,503,1152,Task_15667,Low,Completed,100,107,2025-05-05,2025-06-20,2025-06-14,-6,No,N/A,Complex,Low,99,124,111.5
15668,509,0,Task_15668,High,Not Started,68,90,2026-05-04,2026-06-12,2026-06-12,0,No,N/A,Easy,Medium,64,97,80.5
15669,515,1167,Task_15669,Medium,Pending,31,31,2026-04-21,2026-05-08,2026-05-08,0,No,Waiting for Client Input,Medium,High,26,37,31.5
15670,544,1196,Task_15670,Medium,Review Completed,27,37,2026-05-06,2026-07-12,2026-07-16,4,No,N/A,Easy,Low,25,45,35.0
15671,516,1138,Task_15671,Low,Delayed,22,33,2025-11-01,2025-12-23,2025-12-23,0,No,Pending Approval,Easy,Medium,20,53,36.5
15672,513,1056,Task_15672,High,Review Completed,104,110,2025-03-29,2025-06-07,2025-06-11,4,No,N/A,Medium,Medium,101,119,110.0
15673,526,1142,Task_15673,Low,Review Completed,62,91,2025-07-14,2025-07-23,2025-07-23,0,No,N/A,Easy,High,57,97,77.0
15674,537,1143,Task_15674,High,Ready for Review,94,111,2025-08-18,2025-09-19,2025-09-19,0,No,N/A,Medium,Medium,89,119,104.0
15675,506,1014,Task_15675,Critical,Completed,119,134,2026-03-15,2026-04-23,2026-04-20,-3,No,N/A,Complex,Low,114,149,131.5
15676,504,1163,Task_15676,High,Delayed,71,95,2024-08-10,2024-11-02,2024-11-02,0,No,Vendor Delay,Complex,High,68,103,85.5
15677,523,1030,Task_15677,Critical,Completed,95,130,2026-02-01,2026-02-20,2026-02-19,-1,No,N/A,Easy,High,92,148,120.0
15678,522,1153,Task_15678,Critical,Pending,42,44,2024-11-22,2025-01-24,2025-01-24,0,No,Waiting for Client Input,Medium,Medium,41,49,45.0
15679,526,1037,Task_15679,High,Completed,60,82,2025-12-31,2026-03-14,2026-03-21,7,No,N/A,Complex,Medium,57,96,76.5
15680,541,1199,Task_15680,Critical,In Progress,97,117,2026-03-12,2026-04-14,2026-04-14,0,No,N/A,Medium,Medium,93,137,115.0
15681,523,1159,Task_15681,High,Delayed,89,122,2025-04-22,2025-05-02,2025-05-02,0,No,Pending Approval,Easy,Low,87,135,111.0
15682,507,1144,Task_15682,High,Completed,116,138,2025-08-26,2025-09-23,2025-09-18,-5,No,N/A,Complex,Medium,112,156,134.0
15683,507,1166,Task_15683,Medium,Delayed,77,113,2026-03-22,2026-05-16,2026-05-16,0,No,Waiting for Client Input,Complex,High,74,130,102.0
15684,514,1104,Task_15684,Medium,In Progress,101,117,2026-01-12,2026-03-26,2026-03-26,0,No,N/A,Easy,Low,100,133,116.5
15685,506,1093,Task_15685,Critical,Pending,90,97,2025-07-04,2025-07-18,2025-07-18,0,No,Vendor Delay,Easy,Low,88,113,100.5
15686,511,1002,Task_15686,High,Review Completed,72,99,2024-11-01,2024-12-13,2024-12-18,5,No,N/A,Medium,High,70,113,91.5
15687,529,1050,Task_15687,Critical,Completed,31,37,2025-03-12,2025-04-15,2025-04-24,9,Yes,N/A,Easy,High,30,57,43.5
15688,536,1105,Task_15688,High,Pending,30,35,2024-06-07,2024-07-26,2024-07-26,0,No,Awaiting Manager Decision,Complex,Low,25,50,37.5
15689,514,0,Task_15689,Low,Not Started,91,131,2024-08-27,2024-10-11,2024-10-11,0,No,N/A,Complex,Medium,87,145,116.0
15690,518,1115,Task_15690,Medium,Ready for Review,13,36,2026-02-25,2026-03-26,2026-03-26,0,No,N/A,Complex,High,8,56,32.0
15691,548,1027,Task_15691,Low,Review Completed,72,89,2025-08-30,2025-10-26,2025-10-26,0,No,N/A,Medium,Low,68,109,88.5
15692,548,1063,Task_15692,Low,Delayed,47,58,2026-02-11,2026-03-07,2026-03-07,0,No,Dependency on External Team,Complex,Medium,46,65,55.5
15693,521,1086,Task_15693,Low,Ready for Review,19,51,2026-02-04,2026-05-04,2026-05-04,0,No,N/A,Medium,Low,17,65,41.0
15694,516,1111,Task_15694,Low,Delayed,49,79,2025-08-25,2025-10-01,2025-10-01,0,No,Waiting for Client Input,Complex,Medium,48,97,72.5
15695,542,0,Task_15695,High,Not Started,95,114,2025-09-09,2025-10-16,2025-10-16,0,No,N/A,Medium,Medium,90,122,106.0
15696,532,1063,Task_15696,High,In Progress,98,115,2024-08-05,2024-09-01,2024-09-01,0,No,N/A,Medium,High,97,123,110.0
15697,518,0,Task_15697,Low,Not Started,65,103,2025-04-30,2025-05-18,2025-05-18,0,No,N/A,Medium,Medium,61,117,89.0
15698,531,1049,Task_15698,Medium,In Progress,64,92,2025-03-18,2025-04-26,2025-04-26,0,No,N/A,Medium,Low,63,99,81.0
15699,533,1126,Task_15699,High,Pending,18,13,2025-06-05,2025-08-28,2025-08-28,0,No,Waiting for Client Input,Medium,High,14,21,17.5
15700,543,0,Task_15700,Low,Not Started,48,65,2024-07-18,2024-08-05,2024-08-05,0,No,N/A,Medium,High,45,81,63.0
15701,542,1177,Task_15701,Medium,Completed,55,70,2025-04-27,2025-07-09,2025-07-05,-4,No,N/A,Medium,High,50,90,70.0
15702,530,0,Task_15702,Low,Not Started,32,65,2024-07-24,2024-09-17,2024-09-17,0,No,N/A,Complex,Medium,28,72,50.0
15703,534,1134,Task_15703,Critical,In Progress,18,37,2024-12-15,2025-02-27,2025-02-27,0,No,N/A,Complex,Low,15,46,30.5
15704,502,1167,Task_15704,Low,In Progress,115,148,2024-08-22,2024-11-12,2024-11-12,0,No,N/A,Medium,High,114,167,140.5
15705,517,1071,Task_15705,Low,Review Completed,53,48,2025-01-31,2025-03-07,2025-02-25,-10,No,N/A,Medium,Medium,52,65,58.5
15706,508,1186,Task_15706,Critical,Pending,96,130,2026-02-04,2026-04-28,2026-04-28,0,No,Waiting for Client Input,Easy,Low,91,137,114.0
15707,502,0,Task_15707,Medium,Not Started,32,58,2025-10-18,2026-01-12,2026-01-12,0,No,N/A,Medium,Low,28,70,49.0
15708,532,1053,Task_15708,High,In Progress,38,60,2025-03-21,2025-06-12,2025-06-12,0,No,N/A,Easy,Low,35,66,50.5
15709,503,1099,Task_15709,High,Pending,52,84,2026-01-25,2026-02-05,2026-02-05,0,No,Dependency on External Team,Easy,Medium,48,96,72.0
15710,511,1037,Task_15710,Low,Completed,63,100,2025-07-31,2025-09-20,2025-09-18,-2,No,N/A,Medium,Low,58,111,84.5
15711,513,1120,Task_15711,Critical,Delayed,108,122,2026-01-04,2026-02-25,2026-02-25,0,No,Waiting for Client Input,Medium,Low,106,138,122.0
15712,541,1016,Task_15712,Medium,Review Completed,58,56,2025-03-21,2025-03-29,2025-04-07,9,Yes,N/A,Medium,Medium,53,75,64.0
15713,545,0,Task_15713,Critical,Not Started,50,50,2025-09-14,2025-10-22,2025-10-22,0,No,N/A,Medium,Low,48,58,53.0
15714,539,1018,Task_15714,High,Completed,88,88,2025-02-20,2025-03-22,2025-03-25,3,No,N/A,Complex,Low,85,106,95.5
15715,511,1195,Task_15715,Low,Pending,99,117,2024-12-22,2025-02-01,2025-02-01,0,No,Pending Approval,Medium,Low,95,123,109.0
15716,542,1193,Task_15716,Medium,Delayed,83,120,2024-10-16,2024-11-13,2024-11-13,0,No,Pending Approval,Medium,Medium,81,133,107.0
15717,513,1158,Task_15717,High,Delayed,78,114,2025-07-27,2025-10-16,2025-10-16,0,No,Dependency on External Team,Complex,High,73,128,100.5
15718,521,1040,Task_15718,High,In Progress,18,54,2024-07-28,2024-10-02,2024-10-02,0,No,N/A,Easy,High,15,74,44.5
15719,529,1160,Task_15719,Low,Ready for Review,68,85,2025-11-03,2025-12-28,2025-12-28,0,No,N/A,Easy,High,65,100,82.5
15720,533,1199,Task_15720,Medium,Completed,96,130,2025-04-16,2025-07-15,2025-07-15,0,No,N/A,Medium,Medium,92,141,116.5
15721,523,1109,Task_15721,Low,Review Completed,108,132,2026-04-21,2026-05-03,2026-04-29,-4,No,N/A,Easy,Low,107,137,122.0
15722,516,1019,Task_15722,High,Pending,38,74,2025-09-24,2025-12-04,2025-12-04,0,No,Infrastructure Issue,Easy,Low,35,85,60.0
15723,548,1074,Task_15723,Critical,Ready for Review,75,83,2025-04-21,2025-06-07,2025-06-07,0,No,N/A,Medium,High,72,98,85.0
15724,546,1135,Task_15724,Medium,Delayed,90,99,2025-01-25,2025-04-19,2025-04-19,0,No,Infrastructure Issue,Medium,Low,85,110,97.5
15725,514,1074,Task_15725,High,Ready for Review,14,48,2025-04-01,2025-04-30,2025-04-30,0,No,N/A,Easy,Low,11,60,35.5
15726,532,1017,Task_15726,Low,Ready for Review,35,73,2025-04-16,2025-05-27,2025-05-27,0,No,N/A,Medium,High,31,91,61.0
15727,541,1147,Task_15727,Low,Pending,82,122,2025-04-11,2025-05-05,2025-05-05,0,No,Vendor Delay,Medium,Medium,79,142,110.5
15728,527,1083,Task_15728,Medium,Completed,23,19,2025-08-11,2025-10-24,2025-10-15,-9,No,N/A,Easy,Low,22,25,23.5
15729,546,1027,Task_15729,Low,In Progress,27,35,2025-04-15,2025-07-03,2025-07-03,0,No,N/A,Easy,Low,24,51,37.5
15730,539,1107,Task_15730,High,Completed,75,84,2025-08-19,2025-09-10,2025-09-06,-4,No,N/A,Easy,Medium,73,100,86.5
15731,527,1043,Task_15731,Medium,In Progress,114,123,2026-04-26,2026-07-20,2026-07-20,0,No,N/A,Easy,Medium,112,141,126.5
15732,513,1082,Task_15732,High,Ready for Review,70,71,2026-01-02,2026-02-19,2026-02-19,0,No,N/A,Easy,High,69,84,76.5
15733,535,1126,Task_15733,Low,Review Completed,120,143,2025-04-14,2025-06-21,2025-06-28,7,No,N/A,Complex,Low,115,149,132.0
15734,549,1091,Task_15734,Medium,Pending,87,88,2025-11-24,2025-12-25,2025-12-25,0,No,Pending Approval,Easy,Low,83,102,92.5
15735,526,1176,Task_15735,Medium,Pending,34,50,2024-07-29,2024-09-17,2024-09-17,0,No,Dependency on External Team,Easy,High,30,56,43.0
15736,537,1189,Task_15736,Low,Review Completed,100,107,2024-11-12,2024-11-28,2024-11-19,-9,No,N/A,Complex,Medium,97,126,111.5
15737,513,1046,Task_15737,High,In Progress,100,130,2025-07-07,2025-07-24,2025-07-24,0,No,N/A,Medium,Low,97,144,120.5
15738,547,1144,Task_15738,Medium,Review Completed,70,92,2025-12-19,2026-03-15,2026-03-10,-5,No,N/A,Easy,Medium,66,97,81.5
15739,502,1073,Task_15739,Low,Review Completed,96,128,2025-04-11,2025-05-15,2025-05-05,-10,No,N/A,Complex,High,91,146,118.5
15740,531,1004,Task_15740,Medium,Ready for Review,99,129,2026-02-01,2026-04-02,2026-04-02,0,No,N/A,Complex,High,95,146,120.5
15741,537,0,Task_15741,Critical,Not Started,92,94,2025-08-05,2025-10-29,2025-10-29,0,No,N/A,Medium,Medium,87,108,97.5
15742,512,0,Task_15742,Low,Not Started,40,77,2025-04-12,2025-04-27,2025-04-27,0,No,N/A,Easy,Medium,35,82,58.5
15743,524,0,Task_15743,Medium,Not Started,53,55,2025-05-22,2025-07-29,2025-07-29,0,No,N/A,Medium,Low,50,72,61.0
15744,513,1053,Task_15744,Critical,Ready for Review,31,56,2025-06-22,2025-07-01,2025-07-01,0,No,N/A,Medium,High,29,73,51.0
15745,524,1137,Task_15745,Critical,Review Completed,114,143,2025-09-22,2025-10-31,2025-10-27,-4,No,N/A,Easy,Low,113,150,131.5
15746,546,0,Task_15746,High,Not Started,95,134,2025-11-10,2026-01-05,2026-01-05,0,No,N/A,Complex,High,92,141,116.5
15747,514,1119,Task_15747,Medium,Ready for Review,110,144,2025-04-23,2025-06-18,2025-06-18,0,No,N/A,Easy,Low,107,158,132.5
15748,529,1091,Task_15748,Low,Ready for Review,73,72,2026-01-16,2026-04-15,2026-04-15,0,No,N/A,Complex,Low,72,83,77.5
15749,537,1085,Task_15749,Critical,Review Completed,63,60,2025-07-13,2025-09-27,2025-10-07,10,Yes,N/A,Complex,Medium,58,75,66.5
15750,522,1049,Task_15750,Low,Delayed,76,90,2025-02-10,2025-03-13,2025-03-13,0,No,Dependency on External Team,Medium,High,74,101,87.5
15751,522,1197,Task_15751,Low,Ready for Review,31,32,2026-01-03,2026-01-29,2026-01-29,0,No,N/A,Medium,Low,28,50,39.0
15752,501,1195,Task_15752,High,Pending,106,140,2026-04-08,2026-06-17,2026-06-17,0,No,Waiting for Client Input,Easy,High,101,146,123.5
15753,547,1185,Task_15753,High,Delayed,103,137,2024-12-31,2025-03-20,2025-03-20,0,No,Waiting for Client Input,Complex,Low,100,145,122.5
15754,523,1001,Task_15754,Low,Ready for Review,110,108,2024-11-17,2025-02-01,2025-02-01,0,No,N/A,Complex,Low,107,113,110.0
15755,531,1069,Task_15755,Critical,Pending,90,102,2025-10-29,2025-11-23,2025-11-23,0,No,Awaiting Manager Decision,Medium,Low,86,114,100.0
15756,527,1044,Task_15756,Medium,In Progress,48,71,2024-07-11,2024-08-02,2024-08-02,0,No,N/A,Complex,High,45,84,64.5
